path,split,cluster_id,n_chains,chain_clusters,component_size
DIPS-Plus/final/raw/bd/3bdm.pdb1_0.dill,train,component_434b4b95b4fb,2,f2796|H;f4169|M,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_10.dill,train,component_434b4b95b4fb,2,f2795|A;f2796|H,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_11.dill,train,component_434b4b95b4fb,2,f2796|H,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_12.dill,train,component_434b4b95b4fb,2,f2795|A,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_17.dill,train,component_434b4b95b4fb,2,f2795|A,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_18.dill,train,component_434b4b95b4fb,2,f2795|A;f2796|H,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_19.dill,train,component_434b4b95b4fb,2,f2795|A;f2797|I,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_2.dill,train,component_434b4b95b4fb,2,f2796|H;f4169|M,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_20.dill,train,component_434b4b95b4fb,2,f2795|A,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_26.dill,train,component_434b4b95b4fb,2,f2795|A;f2797|I,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_27.dill,train,component_434b4b95b4fb,2,f2795|A;f29082|K,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_28.dill,train,component_434b4b95b4fb,2,f2795|A,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_29.dill,train,component_434b4b95b4fb,2,f2795|A;f29082|K,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_3.dill,train,component_434b4b95b4fb,2,f2796|H;f4169|M,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_30.dill,train,component_434b4b95b4fb,2,f2795|A;f2801|K,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_31.dill,train,component_434b4b95b4fb,2,f2795|A,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_32.dill,train,component_434b4b95b4fb,2,f2795|A;f2801|K,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_33.dill,train,component_434b4b95b4fb,2,f2795|A;f2804|L,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_34.dill,train,component_434b4b95b4fb,2,f2795|A;f29073|G,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_35.dill,train,component_434b4b95b4fb,2,f2795|A;f2804|L,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_36.dill,train,component_434b4b95b4fb,2,f2795|A;f4169|M,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_37.dill,train,component_434b4b95b4fb,2,f2795|A;f29073|G,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_38.dill,train,component_434b4b95b4fb,2,f29073|G;f4169|M,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_39.dill,train,component_434b4b95b4fb,2,f2796|H;f29073|G,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_4.dill,train,component_434b4b95b4fb,2,f2795|A;f4169|M,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_40.dill,train,component_434b4b95b4fb,2,f2795|A;f2796|H,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_41.dill,train,component_434b4b95b4fb,2,f2795|A;f2796|H,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_42.dill,train,component_434b4b95b4fb,2,f2796|H;f2797|I,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_43.dill,train,component_434b4b95b4fb,2,f2796|H,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_45.dill,train,component_434b4b95b4fb,2,f2796|H;f2804|L,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_46.dill,train,component_434b4b95b4fb,2,f2797|I;f29082|K,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_47.dill,train,component_434b4b95b4fb,2,f2797|I;f2801|K,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_48.dill,train,component_434b4b95b4fb,2,f2797|I;f2804|L,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_49.dill,train,component_434b4b95b4fb,2,f2801|K;f29082|K,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_5.dill,train,component_434b4b95b4fb,2,f29073|G;f4169|M,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_50.dill,train,component_434b4b95b4fb,2,f29082|K,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_51.dill,train,component_434b4b95b4fb,2,f2801|K;f29082|K,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_52.dill,train,component_434b4b95b4fb,2,f2801|K;f2804|L,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_54.dill,train,component_434b4b95b4fb,2,f2797|I;f2801|K,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_55.dill,train,component_434b4b95b4fb,2,f2801|K;f29082|K,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_56.dill,train,component_434b4b95b4fb,2,f2804|L;f4169|M,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_57.dill,train,component_434b4b95b4fb,2,f2796|H;f2804|L,5298
DIPS-Plus/final/raw/bd/3bdm.pdb1_58.dill,train,component_434b4b95b4fb,2,f2797|I;f2804|L,5298
